RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_OTORGA_A_FAVOR_DE_EL_GOBIERNO_DE_EL_ESTADO_DE_MICHOACÁN_DE_OCAMPO_UNA_CONCESIÓN_PARA_USAR_Y_APROVECHAR_BANDAS_DE_FRECUENCIA_DE_EL_ESPECTRO_RADIOELÉCTRICO_PARA_USO_PÚBLICO resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_otorga_a_favor_de_el_gobierno_de_el_estado_de_michoacán_de_ocampo_una_concesión_para_usar_y_aprovechar_bandas_de_frecuencia_de_el_espectro_radioeléctrico_para_uso_público NP00000 1
Directora_General_de_el_Sistema_Michoacano directora_general_de_el_sistema_michoacano NP00000 1
manifiesta manifestar VMIP3S0 0.69863
que que CS 0.449861
adquirirá adquirir VMIF3S0 1
equipo equipo NCMS000 0.999728
transmisor transmisor AQ0MS00 0.461286
, , Fc 1
equipo equipo NCMS000 0.999728
de de SP 0.999961
medición medición NCFS000 1
de de SP 0.999961
campo campo NCMS000 0.99867
, , Fc 1
sistemas sistema NCMP000 1
de de SP 0.999961
recepción recepción NCFS000 1
satelital satelital AQ0CS00 0.232921
y y CC 0.999989
antenas antena NCFP000 1
que que PR0CN00 0.550139
permitan permitir VMSP3P0 0.990196
usar usar VMN0000 1
los el DA0MP0 0.992728
últimos último AO0MP00 1
adelantos adelanto NCMP000 1
tecnológicos tecnológico AQ0MP00 1
para para SP 0.999834
la el DA0FS0 0.98926
radiodifusión radiodifusión NCFS000 1
en en SP 1
su su DP3CSN 1
señal señal NCFS000 1
, , Fc 1
y y CC 0.999989
que que CS 0.449861
realizara realizar VMSI3S0 0.649967
las el DA0FP0 0.988184
inversiones inversión NCFP000 1
necesarias necesario AQ0FP00 1
para para SP 0.999834
la el DA0FS0 0.98926
adquisición adquisición NCFS000 1
de de SP 0.999961
equipos equipo NCMP000 1
para para SP 0.999834
la el DA0FS0 0.98926
TDT tdt NP00000 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
menciona mencionar VMIP3S0 0.989241
que que CS 0.449861
en en SP 1
el el DA0MS0 1
proceso proceso NCMS000 0.999101
de de SP 0.999961
operación operación NCFS000 1
estará estar VAIF3S0 0.00301205
invirtiendo invertir VMG0000 1
y y CC 0.999989
cumpliendo cumplir VMG0000 1
con con SP 1
la el DA0FS0 0.98926
implementación implementación NCFS000 1
de de SP 0.999961
nuevos nuevo AQ0MP00 1
equipos equipo NCMP000 1
de de SP 0.999961
estándares estándar NCMP000 0.638706
adoptados adoptar VMP00PM 0.62362
para para SP 0.999834
la el DA0FS0 0.98926
TDT tdt NP00000 1
en en SP 1
México méxico NP00000 1
conforme_a conforme_a SP 1
la el DA0FS0 0.98926
recomendación recomendación NCFS000 1
UIT-R uit-r NP00000 1
BT.1306-3 BT.1306-3 Z 1
, , Fc 1
es ser VSIP3S0 1
el el DA0MS0 1
estándar estándar NCMS000 0.338706
A/53 A/53 Z 1
en en SP 1
un uno DI0MS0 0.99698
ancho ancho NCMS000 0.563706
de de SP 0.999961
banda banda NCFS000 1
de de SP 0.999961
6 6 Z 1
MHz mhz NP00000 1
, , Fc 1
compresión compresión NCFS000 1
de de SP 0.999961
video video NCMS000 1
H. h. NP00000 1
264 264 Z 1
y y CC 0.999989
compresión compresión NCFS000 1
de de SP 0.999961
audio audio NCMS000 1
AC/3 AC/3 Z 1
, , Fc 1
a_efecto_de a_efecto_de SP 1
prestar prestar VMN0000 1
más más RG 0.99993
y y CC 0.999989
mejores mejor AQ0CP00 0.997685
servicios servicio NCMP000 1
con con SP 1
mayor mayor AQ0CS00 0.9995
calidad calidad NCFS000 1
de de SP 0.999961
audio audio NCMS000 1
e y CC 0.987994
imagen imagen NCFS000 1
a a SP 0.998775
sus su DP3CPN 0.999903
respectivas respectivo AQ0FP00 1
audiencias audiencia NCFP000 1
, , Fc 1
mayor mayor AQ0CS00 0.9995
oferta oferta NCFS000 0.996024
de de SP 0.999961
canales canal NCMP000 1
de de SP 0.999961
televisión televisión NCFS000 1
( ( Fpa 1
multiprogramación multiprogramación NCFS000 1
) ) Fpt 1
, , Fc 1
desarrollo desarrollo NCMS000 0.99884
de de SP 0.999961
nuevos nuevo AQ0MP00 1
servicios servicio NCMP000 1
, , Fc 1
a_fin_de a_fin_de SP 1
favorecer favorecer VMN0000 1
la el DA0FS0 0.98926
competitividad competitividad NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
redes red NCFP000 0.990196
terrestres terrestre AQ0CP00 1
de de SP 0.999961
televisión televisión NCFS000 1
radiodifundida radiodifundido AQ0FS00 1
ante ante SP 0.999744
otras otro DI0FP0 0.865408
plataformas plataforma NCFP000 1
digitales digital AQ0CP00 0.661294
, , Fc 1
substitución substitución NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
señal señal NCFS000 1
analógica analógico AQ0FS00 1
a a SP 0.998775
digital digital AQ0CS00 0.986111
y y CC 0.999989
el el DA0MS0 1
aprovechamiento aprovechamiento NCMS000 1
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
, , Fc 1
entre entre SP 0.980341
otras otro DI0FP0 0.865408
cosas cosa NCFP000 0.999049
, , Fc 1
para para SP 0.999834
el el DA0MS0 1
despliegue despliegue NCMS000 0.959459
de de SP 0.999961
sistemas sistema NCMP000 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
móviles móvil AQ0CP00 0.596154
internacional internacional AQ0CS00 0.970532
. . Fp 1

Bajo bajo SP 0.909179
esa ese DD0FS0 0.964505
tesitura tesitura NCFS000 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
considera considerar VMIP3S0 0.998721
que que CS 0.449861
el el DA0MS0 1
Gobierno_de_Michoacán gobierno_de_michoacán NP00000 1
satisface satisfacer VMIP3S0 0.989241
lo el DA00S0 0.665165
dispuesto disponer VMP00SM 1
por por SP 1
el el DA0MS0 1
mecanismo mecanismo NCMS000 1
señalado señalar VMP00SM 1
en en SP 1
el el DA0MS0 1
presente presente NCMS000 0.244403
rubro rubro AQ0MS00 0.377521
, , Fc 1
con con SP 1
la el DA0FS0 0.98926
información información NCFS000 1
contenida contener VMP00SF 1
en en SP 1
el el DA0MS0 1
escrito escrito NCMS000 0.466887
señalado señalar VMP00SM 1
en en SP 1
Antecedente_XV antecedente_xv NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
. . Fp 1

H. h. NP00000 1
- - Fg 1
Reglas regla NCFP000 0.989071
para para SP 0.999834
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
. . Fp 1

Como como CS 0.967153
se se P00CN00 0.494509
ha haber VAIP3S0 0.999889
señalado señalar VMP00SM 1
, , Fc 1
el el DA0MS0 1
Gobierno_de_Michoacán gobierno_de_michoacán NP00000 1
a_través_de a_través_de SP 1
el el DA0MS0 1
representante representante NCCS000 0.996689
legal legal AQ0CS00 1
y y CC 0.999989
Directora_General_de_el_Sistema_Michoacano directora_general_de_el_sistema_michoacano NP00000 1
expresó expresar VMIS3S0 1
que que CS 0.449861
con con SP 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
concesión concesión NCFS000 1
solicitada solicitar VMP00SF 1
le le PP3CSD0 1
servirá servir VMIF3S0 1
para para SP 0.999834
integrar integrar VMN0000 1
a a SP 0.998775
las el DA0FP0 0.988184
comunidades comunidad NCFP000 1
de de SP 0.999961
las el DA0FP0 0.988184
regiones región NCFP000 1
que que PR0CN00 0.550139
tienen tener VMIP3P0 1
una uno DI0FS0 0.951973
composición composición NCFS000 1
multicultural multicultural AQ0CS00 1
, , Fc 1
pluriétnica pluriétnico AQ0FS00 1
y y CC 0.999989
multilingüe multilingüe AQ0CS00 1
sustentada sustentar VMP00SF 1
originalmente originalmente RG 1
en en SP 1
sus su DP3CPN 0.999903
pueblos pueblo NCMP000 1
y y CC 0.999989
comunidades comunidad NCFP000 1
indígenas indígena AQ0CP00 0.403846
base base NCCS000 0.963722
de de SP 0.999961
la el DA0FS0 0.98926
identidad identidad NCFS000 1
, , Fc 1
tradiciones tradición NCFP000 1
y y CC 0.999989
costumbres costumbre NCFP000 1
de de SP 0.999961
la el DA0FS0 0.98926
sociedad sociedad NCFS000 1
michoacana michoacana AQ0FS00 0.957527
, , Fc 1
así_como así_como CC 1
orientar orientar VMN0000 1
a a SP 0.998775
la el DA0FS0 0.98926
población población NCFS000 1
en en SP 1
la el DA0FS0 0.98926
defensa defensa NCCS000 1
de de SP 0.999961
sus su DP3CPN 0.999903
derechos derecho NCMP000 0.996795
e y CC 0.987994
informar informar VMN0000 1
les le PP3CPD0 1
de de SP 0.999961
sus su DP3CPN 0.999903
obligaciones obligación NCFP000 1
como como CS 0.967153
ciudadanos ciudadano NCMP000 0.998282
, , Fc 1
a_través_de a_través_de SP 1
la el DA0FS0 0.98926
participación participación NCFS000 1
ciudadana ciudadano AQ0FS00 0.738095
. . Fp 1

En en SP 1
ese ese DD0MS0 0.966694
sentido sentido NCMS000 0.940835
, , Fc 1
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
presentada presentar VMP00SF 1
se se P00CN00 0.494509
desprende desprender VMIP3S0 0.980769
que que CS 0.449861
este este DD0MS0 0.949201
aspecto aspecto NCMS000 1
será ser VSIF3S0 1
desarrollado desarrollar VMP00SM 0.991803
por por SP 1
el el DA0MS0 1
Sistema_Michoacano sistema_michoacano NP00000 1
a_través_de a_través_de SP 1
su su DP3CSN 1
Consejo_Ciudadano consejo_ciudadano NP00000 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
dentro_de dentro_de SP 1
sus su DP3CPN 0.999903
funciones función NCFP000 0.994186
esta este PD0FS00 0.0211835
de de SP 0.999961
proponer proponer VMN0000 1
a a SP 0.998775
la el DA0FS0 0.98926
Junta_de_Gobierno junta_de_gobierno NP00000 1
los el DA0MP0 0.992728
mecanismos mecanismo NCMP000 1
, , Fc 1
técnicas técnica NCFP000 0.349754
y y CC 0.999989
procedimientos procedimiento NCMP000 1
para para SP 0.999834
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
. . Fp 1

En en SP 1
adición adición NCFS000 1
a a SP 0.998775
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
si si CS 0.999827
bien bien RG 0.876088
el el DA0MS0 1
interesado interesar VMP00SM 0.97619
no no RN 0.999297
indicó indicar VMIS3S0 1
de de SP 0.999961
manera manera NCFS000 1
expresa expresar VMIP3S0 0.962264
y y CC 0.999989
concreta concretar VMIP3S0 0.157895
las el DA0FP0 0.988184
reglas regla NCFP000 0.994505
para para SP 0.999834
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
, , Fc 1
se se P00CN00 0.494509
desprende desprender VMIP3S0 0.980769
de de SP 0.999961
los el DA0MP0 0.992728
criterios criterio NCMP000 1
a_través_de a_través_de SP 1
los el DA0MP0 0.992728
cuales cual PR0CP00 1
se se P00CN00 0.494509
conformará conformar VMIF3S0 1
el el DA0MS0 1
Consejo_Ciudadano consejo_ciudadano NP00000 1
éste este PD0MS00 1
tendrá tener VMIF3S0 1
como como CS 0.967153
función función NCFS000 1
proponer proponer VMN0000 1
y y CC 0.999989
realizar realizar VMN0000 1
estrategias estrategia NCFP000 1
de de SP 0.999961
seguimiento seguimiento NCMS000 1
para para SP 0.999834
abordar abordar VMN0000 1
temáticas temática NCFP000 0.338706
referidas referir VMP00PF 1
a a SP 0.998775
la el DA0FS0 0.98926
transmisión transmisión NCFS000 1
en en SP 1
lenguas lengua NCFP000 1
indígenas indígena AQ0CP00 0.403846
, , Fc 1
contendidos contender VMP00PM 1
en_materia_de en_materia_de SP 1
desarrollo desarrollo NCMS000 0.99884
social social AQ0CS00 0.998783
e y CC 0.987994
integral integral AQ0CS00 0.661294
, , Fc 1
para para SP 0.999834
los el DA0MP0 0.992728
procesos proceso NCMP000 1
de de SP 0.999961
planeación planeación NCFS000 1
y y CC 0.999989
evaluación evaluación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
barra barra NCFS000 0.329639
de de SP 0.999961
programación programación NCFS000 1
responda responder VMSP3S0 0.634863
a a SP 0.998775
los el DA0MP0 0.992728
intereses interés NCMP000 0.99763
de de SP 0.999961
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
. . Fp 1

En_virtud_de en_virtud_de SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
se se P00CN00 0.494509
considera considerar VMIP3S0 0.998721
la el DA0FS0 0.98926
conformación conformación NCFS000 1
e y CC 0.987994
implementación implementación NCFS000 1
de de SP 0.999961
dicho decir VMP00SM 0.997159
Consejo consejo NP00000 1
como como CS 0.967153
mecanismo mecanismo NCMS000 1
suficiente suficiente AQ0CS00 0.993994
para para SP 0.999834
garantizar garantizar VMN0000 1
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
en en SP 1
relación relación NCFS000 1
con con SP 1
la el DA0FS0 0.98926
estación estación NCFS000 1
de de SP 0.999961
televisión televisión NCFS000 1
cuya cuyo PR0FS00 1
Concesión concesión NP00000 1
se se P00CN00 0.494509
solicita solicitar VMIP3S0 0.989241
. . Fp 1

Por por SP 1
lo el DA00S0 0.665165
antes antes RG 1
expuesto exponer VMP00SM 1
, , Fc 1
esta este DD0FS0 0.978817
autoridad autoridad NCFS000 1
considera considerar VMIP3S0 0.998721
que que CS 0.449861
el el DA0MS0 1
Gobierno_de_Michoacán gobierno_de_michoacán NP00000 1
cumple cumplir VMIP3S0 0.994186
con con SP 1
los el DA0MP0 0.992728
mecanismos mecanismo NCMP000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
artículo artículo NCMS000 1
86 86 Z 1
párrafo párrafo NCMS000 1
segundo 2 AO0MS00 0.901147
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
y y CC 0.999989
8 8 Z 1
fracción fracción NCFS000 1
IV_de_los_Lineamientos_Generales_para_el_Otorgamiento_de_las_Concesiones iv_de_los_lineamientos_generales_para_el_otorgamiento_de_las_concesiones NP00000 1
. . Fp 1

No_obstante no_obstante CC 1
, , Fc 1
se se P00CN00 0.494509
tendrá tener VMIF3S0 1
que que CS 0.449861
incluir incluir VMN0000 1
en en SP 1
uno uno PI0MS00 0.981709
de de SP 0.999961
los el DA0MP0 0.992728
resolutivos resolutivo NCMP000 0.529592
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
, , Fc 1
que que PR0CN00 0.550139
el el DA0MS0 1
Gobierno_de_Michoacán gobierno_de_michoacán NP00000 1
, , Fc 1
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
8 8 Z 1
, , Fc 1
fracción fracción NCFS000 1
IV iv NP00000 1
, , Fc 1
inciso inciso AQ0MS00 0.66114
a a SP 0.998775
) ) Fpt 1
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos_Generales_de_Otorgamiento_de_Concesión lineamientos_generales_de_otorgamiento_de_concesión NP00000 1
, , Fc 1
deberá deber VMIF3S0 1
acreditar acreditar VMN0000 1
fehacientemente fehacientemente RG 1
la el DA0FS0 0.98926
instalación instalación NCFS000 1
de de SP 1
el el DA0MS0 1
Consejo_Ciudadano consejo_ciudadano NP00000 1
que que PR0CN00 0.550139
propone proponer VMIP3S0 1
, , Fc 1
así_como así_como CC 1
la el DA0FS0 0.98926
presentación presentación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
Criterios_de_Independencia_Editorial criterios_de_independencia_editorial NP00000 1
, , Fc 1
los el DA0MP0 0.992728
Mecanismos_de_Participación_Ciudadana mecanismos_de_participación_ciudadana NP00000 1
y y CC 0.999989
las el DA0FP0 0.988184
Reglas reglas NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
. . Fp 1

3 3 Z 1
. . Fp 1

Pago_de_Derechos pago_de_derechos NP00000 1
. . Fp 1

Ahora_bien ahora_bien RG 1
, , Fc 1
para para SP 0.999834
el el DA0MS0 1
caso caso NCMS000 0.999445
de de SP 0.999961
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
debe deber VMIP3S0 0.998712
acatar acatar VMN0000 1
se se PP3CN00 1
lo el DA00S0 0.665165
señalado señalar VMP00SM 1
por por SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
173 173 Z 1
apartado apartado NCMS000 0.663043
C c NP00000 1
, , Fc 1
fracción fracción NCFS000 1
I i NP00000 1
en en SP 1
relación relación NCFS000 1
con con SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
174-L 174-L Z 1
fracción fracción NCFS000 1
I_de_la_Ley_Federal_de_Derechos i_de_la_ley_federal_de_derechos NP00000 1
, , Fc 1
artículos artículo NCMP000 1
vigentes vigente AQ0CP00 1
a a SP 1
el el DA0MS0 1
momento momento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
presentación presentación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
, , Fc 1
los el DA0MP0 0.992728
cuales cual PR0CP00 1
establecen establecer VMIP3P0 1
el el DA0MS0 1
pago pago NCMS000 0.995283
por por SP 1
el el DA0MS0 1
estudio estudio NCMS000 0.97043
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
y y CC 0.999989
, , Fc 1
en en SP 1
su su DP3CSN 1
caso caso NCMS000 0.999445
, , Fc 1
por por SP 1
la el DA0FS0 0.98926
expedición expedición NCFS000 1
de de SP 1
el el DA0MS0 1
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
en_materia_de en_materia_de SP 1
radiodifusión radiodifusión NCFS000 1
, , Fc 1
para para SP 0.999834
el el DA0MS0 1
uso uso NCMS000 0.998047
, , Fc 1
aprovechamiento aprovechamiento NCMS000 1
o o CC 0.999864
explotación explotación NCFS000 1
de de SP 0.999961
bandas banda NCFP000 1
de de SP 0.999961
frecuencias frecuencia NCFP000 1
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
, , Fc 1
y y CC 0.999989
por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
el el DA0MS0 1
artículo artículo NCMS000 1
174-L 174-L Z 1
fracción fracción NCFS000 1
I i NP00000 1
, , Fc 1
establece establecer VMIP3S0 0.992424
que que CS 0.449861
tratando tratar VMG0000 1
se se PP3CN00 1
de de SP 0.999961
concesiones concesión NCFP000 1
para para SP 0.999834
uso uso NCMS000 0.998047
público público AQ0MS00 0.409696
y y CC 0.999989
social social AQ0CS00 0.998783
previstas prever VMP00PF 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
173 173 Z 1
, , Fc 1
se se P00CN00 0.494509
pagará pagar VMIF3S0 1
el el DA0MS0 1
20_% 20/100 Zp 1
de de SP 0.999961
las el DA0FP0 0.988184
cuotas cuota NCFP000 1
establecidas establecer VMP00PF 1
en en SP 1
el el DA0MS0 1
apartado apartado NCMS000 0.663043
C._A c._a NP00000 1
el el DA0MS0 1
respecto respecto NCMS000 0.989726
, , Fc 1
el el DA0MS0 1
Gobierno_de_Michoacán gobierno_de_michoacán NP00000 1
a_través_de a_través_de SP 1
el el DA0MS0 1
representante representante NCCS000 0.996689
legal legal AQ0CS00 1
y y CC 0.999989
Directora_General_de_el_Sistema_Michoacano directora_general_de_el_sistema_michoacano NP00000 1
presento presentar VMIP1S0 1
junto_con junto_con SP 1
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
el el DA0MS0 1
pago pago NCMS000 0.995283
de de SP 0.999961
derechos derecho NCMP000 0.996795
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
párrafo párrafo NCMS000 1
anterior anterior AQ0CS00 1
, , Fc 1
identificado identificar VMP00SM 1
con con SP 1
el el DA0MS0 1
número número NCMS000 1
de de SP 0.999961
folio folio NCMS000 0.989726
665160005156 665160005156 Z 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
18_de_mayo_de_2016 [??:18/5/2016:??.??:??] W 1
. . Fp 1

4 4 Z 1
. . Fp 1

Opinión_Técnica opinión_técnica NP00000 1
no no RN 0.999297
Vinculante_de_la_SCT vinculante_de_la_sct NP00000 1
. . Fp 1

En en SP 1
relación relación NCFS000 1
con con SP 1
la el DA0FS0 0.98926
opinión opinión NCFS000 1
técnica técnico AQ0FS00 0.294798
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
Antecedente_XI antecedente_xi NP00000 1
de de SP 0.999961
esta este DD0FS0 0.978817
Resolución resolución NP00000 1
, , Fc 1
la el DA0FS0 0.98926
Secretaría secretaría NP00000 1
consideró considerar VMIS3S0 1
procedente procedente AQ0CS00 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
a_favor_de a_favor_de SP 1
el el DA0MS0 1
Sistema_Michoacano sistema_michoacano NP00000 1
la el DA0FS0 0.98926
concesión concesión NCFS000 1
sobre sobre SP 0.997804
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
para para SP 0.999834
uso uso NCMS000 0.998047
público público AQ0MS00 0.409696
con con SP 1
la el DA0FS0 0.98926
finalidad finalidad NCFS000 1
de de SP 0.999961
procurar procurar VMN0000 1
, , Fc 1
mediante mediante SP 0.99763
la el DA0FS0 0.98926
utilización utilización NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
frecuencias frecuencia NCFP000 1
respectivas respectivo AQ0FP00 1
, , Fc 1
la el DA0FS0 0.98926
más más RG 0.99993
amplia amplio AQ0FS00 1
audiencia audiencia NCFS000 1
y y CC 0.999989
la el DA0FS0 0.98926
máxima máximo AQ0FS00 0.919847
continuidad continuidad NCFS000 1
y y CC 0.999989
cobertura cobertura NCFS000 1
geográfica geográfico AQ0FS00 1
y y CC 0.999989
social social AQ0CS00 0.998783
, , Fc 1
y y CC 0.999989
con con SP 1
ello ello PD00S00 1
, , Fc 1
el el DA0MS0 1
Sistema_Michoacano sistema_michoacano NP00000 1
, , Fc 1
se se P00CN00 0.494509
constituya constituir VMSP3S0 0.634863
