RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_OTORGA_A_FAVOR_DE_LA_VOZ_DE_LA_MIXTECA resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_otorga_a_favor_de_la_voz_de_la_mixteca NP00000 1
tanto tanto RG 0.806143
en en SP 1
la el DA0FS0 0.98926
vida vida NCFS000 1
pública público AQ0FS00 1
como como CS 0.967153
política política NCFS000 0.369481
en en SP 1
cualquier cualquiera DI0CS0 1
órgano órgano NCMS000 1
de de SP 0.999961
toma toma NCFS000 0.551913
de de SP 0.999961
decisiones decisión NCFP000 1
; ; Fx 1
b b NCFS000 1
) ) Fpt 1
Controlar controlar NP00000 1
los el DA0MP0 0.992728
progresos progreso NCMP000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
hagan hacer VMSP3P0 0.992958
sobre sobre SP 0.997804
la el DA0FS0 0.98926
participación participación NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
en en SP 1
la el DA0FS0 0.98926
toma toma NCFS000 0.551913
de de SP 0.999961
decisiones decisión NCFP000 1
, , Fc 1
asegurar asegurar VMN0000 1
la el DA0FS0 0.98926
visibilidad visibilidad NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
datos dato NCMP000 1
y y CC 0.999989
las el DA0FP0 0.988184
buenas bueno AQ0FP00 1
prácticas práctica NCFP000 0.685185
. . Fp 1

Esto este PD00S00 1
se se P00CN00 0.494509
hará hacer VMIF3S0 1
a_través_de a_través_de SP 1
la el DA0FS0 0.98926
recopilación recopilación NCFS000 1
y y CC 0.999989
difusión difusión NCFS000 1
de de SP 0.999961
información información NCFS000 1
, , Fc 1
y y CC 0.999989
c c NCFS000 1
) ) Fpt 1
Identificar identificar NP00000 1
medidas medida NCFP000 0.999067
con con SP 1
el el DA0MS0 1
objetivo objetivo NCMS000 0.972603
de de SP 0.999961
empoderar empoderar VMN0000 1
a a SP 0.998775
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
candidatas candidato NCFP000 1
y y CC 0.999989
electas electo AQ0FP00 1
, , Fc 1
para para SP 0.999834
facilitar facilitar VMN0000 1
e y CC 0.987994
impulsar impulsar VMN0000 1
su su DP3CSN 1
participación participación NCFS000 1
en en SP 1
las el DA0FP0 0.988184
elecciones elección NCFP000 1
a a SP 0.998775
nivel nivel NCMS000 1
estatal estatal AQ0CS00 1
, , Fc 1
regional regional AQ0CS00 1
y y CC 0.999989
local local AQ0CS00 0.798805
, , Fc 1
animando animar VMG0000 1
las lo PP3FPA0 1
a a SP 0.998775
participar participar VMN0000 1
en en SP 1
el el DA0MS0 1
proceso proceso NCMS000 0.999101
electoral electoral AQ0CS00 1
mediante mediante SP 0.99763
el el DA0MS0 1
voto voto NCMS000 0.997159
. . Fp 1

V._Conseguir v._conseguir NP00000 1
la el DA0FS0 0.98926
transversalidad transversalidad NCFS000 1
de de SP 0.999961
género género NCMS000 1
en en SP 1
todas todo DI0FP0 0.934073
las el DA0FP0 0.988184
políticas política NCFP000 0.305633
y y CC 0.999989
medidas medida NCFP000 0.999067
: : Fd 1
a a SP 0.998775
) ) Fpt 1
Se se NP00000 1
esforzará esforzar VMIF3S0 1
para para SP 0.999834
conseguir conseguir VMN0000 1
la el DA0FS0 0.98926
transversalidad transversalidad NCFS000 1
de de SP 0.999961
género género NCMS000 1
en en SP 1
sus su DP3CPN 0.999903
distintas distinto AQ0FP00 0.480159
áreas área NCFP000 1
de de SP 0.999961
actuación actuación NCFS000 1
, , Fc 1
en en SP 1
particular particular AQ0CS00 0.827869
las el DA0FP0 0.988184
áreas área NCFP000 1
de de SP 0.999961
justicia justicia NCFS000 1
, , Fc 1
medios medio NCMP000 0.997344
de de SP 0.999961
comunicación comunicación NCFS000 1
, , Fc 1
cultura cultura NCFS000 1
, , Fc 1
educación educación NCFS000 1
, , Fc 1
etc. etcétera Fs 1
; ; Fx 1
b b NCFS000 1
) ) Fpt 1
El el NP00000 1
desarrollo desarrollo NCMS000 0.99884
y y CC 0.999989
la el DA0FS0 0.98926
implementación implementación NCFS000 1
de de SP 0.999961
programas programa NCMP000 0.996795
de de SP 0.999961
cooperación cooperación NCFS000 1
, , Fc 1
proyectos proyecto NCMP000 1
y y CC 0.999989
actividades actividad NCFP000 1
, , Fc 1
y y CC 0.999989
c c NCFS000 1
) ) Fpt 1
Los los NP00000 1
procesos proceso NCMP000 1
políticos político AQ0MP00 0.548828
y y CC 0.999989
los el DA0MP0 0.992728
procedimientos procedimiento NCMP000 1
de de SP 0.999961
los el DA0MP0 0.992728
distintos distinto AQ0MP00 0.321429
organismos organismo NCMP000 1
e y CC 0.987994
instituciones institución NCFP000 1
. . Fp 1

Lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
se se P00CN00 0.494509
considera considerar VMIP3S0 0.998721
adecuado adecuar VMP00SM 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
y y CC 0.999989
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
. . Fp 1

6 6 Z 1
. . Fp 1

Pluralidad pluralidad NP00000 0.331016
. . Fp 1

La el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
manifiesta manifestar VMIP3S0 0.69863
que que CS 0.449861
a_través_de a_través_de SP 1
la el DA0FS0 0.98926
estación estación NCFS000 1
de de SP 0.999961
radio radio NCCS000 0.994505
se se P00CN00 0.494509
impulsará impulsar VMIF3S0 1
la el DA0FS0 0.98926
pluralidad pluralidad NCFS000 1
con con SP 1
acciones acción NCFP000 0.998534
como como CS 0.967153
: : Fd 1
a a SP 0.998775
) ) Fpt 1
Diversidad diversidad NP00000 1
de de SP 0.999961
programas programa NCMP000 0.996795
educativos educativo AQ0MP00 1
, , Fc 1
culturales cultural AQ0CP00 1
, , Fc 1
informativos informativo AQ0MP00 0.430556
, , Fc 1
sociales social AQ0CP00 0.997835
y y CC 0.999989
de de SP 0.999961
salud salud NCFS000 1
; ; Fx 1
b b NCFS000 1
) ) Fpt 1
Dar dar NP00000 1
información información NCFS000 1
clara claro AQ0FS00 0.994505
y y CC 0.999989
verídica verídico AQ0FS00 1
sobre sobre SP 0.997804
diferentes diferente DI0CP0 0.517182
temas tema NCMP000 0.99505
en en SP 1
los el DA0MP0 0.992728
diversos diverso DI0MP0 0.938596
programas programa NCMP000 0.996795
; ; Fx 1
c c NCFS000 1
) ) Fpt 1
Motivar motivar NP00000 1
a a SP 0.998775
las el DA0FP0 0.988184
personas persona NCFP000 0.999585
a a SP 0.998775
tomar tomar VMN0000 1
decisiones decisión NCFP000 1
por por SP 1
ellas ellos PP3FP00 1
mismas mismo AQ0FP00 0.995495
sin sin SP 1
que que CS 0.449861
se se P00CN00 0.494509
dejen dejar VMSP3P0 0.738095
influenciar influenciar VMN0000 1
por por SP 1
alguien alguien PI0CS00 1
más más RG 0.99993
, , Fc 1
y y CC 0.999989
d d NCFS000 1
) ) Fpt 1
Realizar realizar NP00000 1
campañas campaña NCFP000 1
sobre sobre SP 0.997804
la el DA0FS0 0.98926
importancia importancia NCFS000 1
y y CC 0.999989
alcances alcance NCMP000 0.998103
de de SP 0.999961
sus su DP3CPN 0.999903
decisiones decisión NCFP000 1
. . Fp 1

Lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
se se P00CN00 0.494509
considera considerar VMIP3S0 0.998721
adecuado adecuar VMP00SM 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
y y CC 0.999989
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
se se P00CN00 0.494509
considera considerar VMIP3S0 0.998721
que que CS 0.449861
con con SP 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
concesión concesión NCFS000 1
solicitada solicitar VMP00SF 1
se se P00CN00 0.494509
contribuye contribuir VMIP3S0 0.980769
a a SP 0.998775
la el DA0FS0 0.98926
función función NCFS000 1
social social AQ0CS00 0.998783
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
públicos público AQ0MP00 0.974537
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
a a SP 1
el el DA0MS0 1
ejercicio ejercicio NCMS000 1
de de SP 0.999961
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
humanos humano AQ0MP00 0.808642
de de SP 0.999961
libertad libertad NCFS000 0.998188
de de SP 0.999961
expresión expresión NCFS000 1
, , Fc 1
a a SP 0.998775
la el DA0FS0 0.98926
información información NCFS000 1
y y CC 0.999989
a a SP 1
el el DA0MS0 1
libre libre AQ0CS00 0.957522
acceso acceso NCMS000 1
a a SP 0.998775
las el DA0FP0 0.988184
tecnologías tecnología NCFP000 1
de de SP 0.999961
la el DA0FS0 0.98926
información información NCFS000 1
y y CC 0.999989
comunicación comunicación NCFS000 1
, , Fc 1
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
90 90 Z 1
, , Fc 1
fracción fracción NCFS000 1
II ii NP00000 1
, , Fc 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
. . Fp 1

Por_otro_lado por_otro_lado RG 1
, , Fc 1
cabe caber VMIP3S0 0.975904
señalar señalar VMN0000 1
que que CS 0.449861
el el DA0MS0 1
interesado interesar VMP00SM 0.97619
, , Fc 1
a_fin_de a_fin_de SP 1
acreditar acreditar VMN0000 1
la el DA0FS0 0.98926
capacidad capacidad NCFS000 1
administrativa administrativo AQ0FS00 0.661294
, , Fc 1
en en SP 1
relación relación NCFS000 1
con con SP 1
la el DA0FS0 0.98926
defensa defensa NCCS000 1
de de SP 0.999961
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
, , Fc 1
indica indicar VMIP3S0 0.995495
que que CS 0.449861
el el DA0MS0 1
encargado encargado NCMS000 0.336957
de de SP 0.999961
recibir recibir VMN0000 1
las el DA0FP0 0.988184
quejas queja NCFP000 0.983871
o o CC 0.999864
defensor defensor NCMS000 0.980769
de de SP 0.999961
la el DA0FS0 0.98926
audiencia audiencia NCFS000 1
será ser VSIF3S0 1
el el DA0MS0 1
responsable responsable NCCS000 0.758303
de de SP 0.999961
documentar documentar VMN0000 1
, , Fc 1
procesar procesar VMN0000 1
y y CC 0.999989
dar dar VMN0000 1
seguimiento seguimiento NCMS000 1
a a SP 0.998775
las el DA0FP0 0.988184
observaciones observación NCFP000 1
, , Fc 1
quejas queja NCFP000 0.983871
, , Fc 1
sugerencias sugerencia NCFP000 1
, , Fc 1
peticiones petición NCFP000 0.987805
o o CC 0.999864
señalamientos señalamiento NCMP000 1
de de SP 0.999961
las el DA0FP0 0.988184
personas persona NCFP000 0.999585
que que PR0CN00 0.550139
componen componer VMIP3P0 1
la el DA0FS0 0.98926
audiencia audiencia NCFS000 1
. . Fp 1

La el DA0FS0 0.98926
actuación actuación NCFS000 1
de de SP 1
el el DA0MS0 1
defensor defensor NCMS000 0.980769
de de SP 0.999961
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
se se P00CN00 0.494509
ajustará ajustar VMIF3S0 1
a a SP 0.998775
los el DA0MP0 0.992728
criterios criterio NCMP000 1
de de SP 0.999961
imparcialidad imparcialidad NCFS000 1
e y CC 0.987994
independencia independencia NCFS000 1
, , Fc 1
cuya cuyo PR0FS00 1
prioridad prioridad NCFS000 1
será ser VSIF3S0 1
hacer hacer VMN0000 1
valer valer VMN0000 0.821918
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
de de SP 0.999961
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
, , Fc 1
según según SP 0.768678
los el DA0MP0 0.992728
códigos código NCMP000 1
de de SP 0.999961
ética ética NCFS000 0.696078
que que PR0CN00 0.550139
haya haber VASP1S0 0.493699
firmado firmar VMP00SM 1
o o CC 0.999864
a a SP 0.998775
los el DA0MP0 0.992728
que que PR0CN00 0.550139
se se P00CN00 0.494509
haya haber VASP1S0 0.493699
adherido adherir VMP00SM 1
cada cada DI0CS0 1
concesionario concesionario NCMS000 0.488737
. . Fp 1

El el DA0MS0 1
defensor defensor NCMS000 0.980769
de de SP 0.999961
la el DA0FS0 0.98926
audiencia audiencia NCFS000 1
atenderá atender VMIF3S0 1
las el DA0FP0 0.988184
reclamaciones reclamación NCFP000 1
, , Fc 1
sugerencias sugerencia NCFP000 1
y y CC 0.999989
quejas queja NCFP000 0.983871
de de SP 0.999961
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
sobre sobre SP 0.997804
contenidos contenido NCMP000 0.743902
y y CC 0.999989
programación programación NCFS000 1
, , Fc 1
implementando implementar VMG0000 1
mecanismos mecanismo NCMP000 1
para para SP 0.999834
que que CS 0.449861
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
con con SP 1
discapacidad discapacidad NCFS000 1
tengan tener VMSP3P0 0.78169
accesibilidad accesibilidad NCFS000 1
. . Fp 1

Los el DA0MP0 0.992728
radioescuchas radioescucha NCCP000 1
deberán deber VMIF3P0 1
presentar presentar VMN0000 1
sus su DP3CPN 0.999903
reclamaciones reclamación NCFP000 1
o o CC 0.999864
sugerencias sugerencia NCFP000 1
en en SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
no no RN 0.999297
superior superior AQ0CS00 0.971939
a a SP 0.998775
siete_días TM_d:7 Zu 1
hábiles hábil AQ0CP00 1
posteriores posterior AQ0CP00 1
a a SP 0.998775
la el DA0FS0 0.98926
emisión emisión NCFS000 1
de de SP 1
el el DA0MS0 1
programa programa NCMS000 0.997879
objeto objeto NCMS000 0.996183
de de SP 0.999961
la el DA0FS0 0.98926
misma mismo AQ0FS00 0.81684
; ; Fx 1
recibidas recibir VMP00PF 1
éstas este PD0FP00 1
, , Fc 1
el el DA0MS0 1
defensor defensor NCMS000 0.980769
las lo PP3FPA0 0.011793
tramitará tramitar VMIF3S0 1
en en SP 1
las el DA0FP0 0.988184
áreas área NCFP000 1
o o CC 0.999864
departamentos departamento NCMP000 1
responsables responsable AQ0CP00 0.118056
, , Fc 1
requiriendo requerir VMG0000 1
las el DA0FP0 0.988184
explicaciones explicación NCFP000 1
que que PR0CN00 0.550139
considere considerar VMSP3S0 0.493976
pertinentes pertinente AQ0CP00 1
, , Fc 1
quien quien PR0CS00 1
responderá responder VMIF3S0 1
a a SP 1
el el DA0MS0 1
radioescucha radioescucha NCCS000 1
en en SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
máximo máximo AQ0MS00 0.863176
de de SP 0.999961
veinte_días TM_d:20 Zu 1
hábiles hábil AQ0CP00 1
aportando aportar VMG0000 1
las el DA0FP0 0.988184
respuestas respuesta NCFP000 1
recibidas recibir VMP00PF 1
y y CC 0.999989
, , Fc 1
en en SP 1
su su DP3CSN 1
caso caso NCMS000 0.999445
, , Fc 1
con con SP 1
la el DA0FS0 0.98926
explicación explicación NCFS000 1
que que PR0CN00 0.550139
a a SP 0.998775
su su DP3CSN 1
juicio juicio NCMS000 1
merezca merecer VMSP3S0 0.634844
; ; Fx 1
la el DA0FS0 0.98926
rectificación rectificación NCFS000 1
, , Fc 1
recomendación recomendación NCFS000 1
o o CC 0.999864
propuesta propuesta NCFS000 0.983384
correctiva correctivo AQ0FS00 1
que que PR0CN00 0.550139
en en SP 1
su su DP3CSN 1
caso caso NCMS000 0.999445
corresponda corresponder VMSP3S0 0.634863
, , Fc 1
deberá deber VMIF3S0 1
ser ser VSN0000 0.959637
clara claro AQ0FS00 0.994505
, , Fc 1
precisa precisar VMIP3S0 0.763441
y y CC 0.999989
se se P00CN00 0.494509
difundirá difundir VMIF3S0 1
dentro_de dentro_de SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
de de SP 0.999961
veinticuatro_horas TM_h:24 Zu 1
, , Fc 1
en en SP 1
la el DA0FS0 0.98926
página página NCFS000 1
electrónica electrónico AQ0FS00 0.922535
de de SP 1
el el DA0MS0 1
concesionario concesionario NCMS000 0.488737
. . Fp 1

El el DA0MS0 1
solicitante solicitante NCCS000 0.97619
manifiesta manifestar VMIP3S0 0.69863
expresamente expresamente RG 1
la el DA0FS0 0.98926
implementación implementación NCFS000 1
de de SP 0.999961
procedimientos procedimiento NCMP000 1
y y CC 0.999989
mecanismos mecanismo NCMP000 1
para para SP 0.999834
la el DA0FS0 0.98926
defensa defensa NCCS000 1
de de SP 0.999961
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
que que PR0CN00 0.550139
son ser VSIP3P0 0.995197
acordes acorde AQ0CP00 0.511372
y y CC 0.999989
alineados alinear VMP00PM 1
con con SP 1
el el DA0MS0 1
contenido contenido NCMS000 0.993421
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
sin sin SP 1
embargo embargo NCMS000 0.995283
en_caso_de en_caso_de SP 1
que que CS 0.449861
se se P00CN00 0.494509
autorice autorizar VMSP3S0 0.634858
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
concesión concesión NCFS000 1
que que PR0CN00 0.550139
nos nos PP1CP00 0.810258
ocupa ocupar VMIP3S0 0.99505
, , Fc 1
se se P00CN00 0.494509
recomienda recomendar VMIP3S0 0.97619
a a SP 0.998775
esa ese DD0FS0 0.964505
Unidad_Administrativa unidad_administrativa NP00000 1
enfatizar enfatizar VMN0000 1
a a SP 1
el el DA0MS0 1
solicitante solicitante NCCS000 0.97619
que que PR0CN00 0.550139
deberá deber VMIF3S0 1
cumplir cumplir VMN0000 1
íntegramente íntegramente RG 1
con con SP 1
la el DA0FS0 0.98926
normatividad normatividad NCFS000 1
aplicable aplicable AQ0CS00 1
, , Fc 1
misma mismo PI0FS00 0.18316
que que PR0CN00 0.550139
además_de además_de SP 1
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
y y CC 0.999989
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
también también RG 1
comprenderá comprender VMIF3S0 1
a a SP 0.998775
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
que que CS 0.449861
en_materia_de en_materia_de SP 1
derechos derecho NCMP000 0.996795
de de SP 0.999961
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
expida expedir VMSP3S0 0.634861
el el DA0MS0 1
Instituto instituto NP00000 1
. . Fp 1

… … Fz 1
. . Fp 1
” ” Frc 1
En en SP 1
este este DD0MS0 0.949201
orden orden NCCS000 1
de de SP 0.999961
ideas idea NCFP000 0.991031
, , Fc 1
en en SP 1
función función NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
consideraciones consideración NCFP000 1
expresadas expresar VMP00PF 1
por por SP 1
la el DA0FS0 0.98926
Unidad_de_Medios unidad_de_medios NP00000 1
y y CC 0.999989
Contenidos_Audiovisuales contenidos_audiovisuales NP00000 1
, , Fc 1
en en SP 1
relación relación NCFS000 1
con con SP 1
la el DA0FS0 0.98926
documentación documentación NCFS000 1
presentada presentar VMP00SF 1
junto_con junto_con SP 1
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
de de SP 0.999961
concesión concesión NCFS000 1
para para SP 0.999834
uso uso NCMS000 0.998047
social social AQ0CS00 0.998783
comunitaria comunitario AQ0FS00 1
, , Fc 1
así_como así_como CC 1
de de SP 1
el el DA0MS0 1
análisis análisis NCMN000 1
de de SP 0.999961
la el DA0FS0 0.98926
información información NCFS000 1
que que CS 0.449861
obra obra NCFS000 0.99689
en en SP 1
el el DA0MS0 1
expediente expediente NCMS000 0.982759
abierto abrir VMP00SM 1
con con SP 1
motivo motivo NCMS000 0.992395
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
que que PR0CN00 0.550139
realizó realizar VMIS3S0 1
la el DA0FS0 0.98926
Dirección_General_de_Concesiones_de_Radiodifusión_de_la_Unidad_de_Concesiones dirección_general_de_concesiones_de_radiodifusión_de_la_unidad_de_concesiones NP00000 1
y y CC 0.999989
Servicios servicios NP00000 1
, , Fc 1
esta este DD0FS0 0.978817
autoridad autoridad NCFS000 1
considera considerar VMIP3S0 0.998721
que que CS 0.449861
con con SP 1
la el DA0FS0 0.98926
misma mismo AQ0FS00 0.81684
se se P00CN00 0.494509
dio dar VMIS3S0 1
cumplimiento cumplimiento NCMS000 1
a a SP 0.998775
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
establecidos establecer VMP00PM 1
por por SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
85 85 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
en en SP 1
relación relación NCFS000 1
con con SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
3 3 Z 1
y y CC 0.999989
8 8 Z 1
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
. . Fp 1

Ahora_bien ahora_bien RG 1
, , Fc 1
en_atención_a en_atención_a SP 1
lo el DA00S0 0.665165
enfatizado enfatizar VMP00SM 1
por por SP 1
la el DA0FS0 0.98926
Unidad_de_Medios unidad_de_medios NP00000 1
y y CC 0.999989
Contenidos_Audiovisuales contenidos_audiovisuales NP00000 1
en en SP 1
el el DA0MS0 1
presente presente AQ0CS00 0.524254
considerando considerando NCMS000 0.186667
, , Fc 1
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
deberá deber VMIF3S0 1
cumplir cumplir VMN0000 1
íntegramente íntegramente RG 1
con con SP 1
la el DA0FS0 0.98926
normatividad normatividad NCFS000 1
aplicable aplicable AQ0CS00 1
que que PR0CN00 0.550139
en_materia_de en_materia_de SP 1
defensa defensa NCCS000 1
de de SP 0.999961
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
que que PR0CN00 0.550139
expida expedir VMSP3S0 0.634861
este este DD0MS0 0.949201
Instituto instituto NP00000 1
. . Fp 1

Por por SP 1
otra otro DI0FS0 0.740893
parte parte NCCS000 0.977711
, , Fc 1
con con SP 1
fecha fecha NCFS000 0.990741
1_de_junio_de_2016 [??:1/6/2016:??.??:??] W 1
, , Fc 1
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
a_través_de a_través_de SP 1
su su DP3CSN 1
representante representante NCCS000 0.996689
legal legal AQ0CS00 1
ingresó ingresar VMIS3S0 1
ante ante SP 0.999744
la el DA0FS0 0.98926
oficialía oficialía NCFS000 1
de de SP 0.999961
partes parte NCCP000 0.997076
de de SP 0.999961
este este DD0MS0 0.949201
Instituto instituto NP00000 1
el el DA0MS0 1
escrito escrito NCMS000 0.466887
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
Antecedente_XIV antecedente_xiv NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
, , Fc 1
en en SP 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
manifestó manifestar VMIS3S0 1
que que CS 0.449861
la el DA0FS0 0.98926
asociación asociación NCFS000 1
