RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones NP00000 1
Vigésimo_Transitorio_de_el_Decreto vigésimo_transitorio_de_el_decreto NP00000 1
por por SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
expiden expedir VMIP3P0 1
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
, , Fc 1
y y CC 0.999989
la el DA0FS0 0.98926
Ley_de_el_Sistema_Público_de_Radiodifusión_de_el_Estado_Mexicano ley_de_el_sistema_público_de_radiodifusión_de_el_estado_mexicano NP00000 1
; ; Fx 1
y y CC 0.999989
se se P00CN00 0.494509
reforman reformar VMIP3P0 1
, , Fc 1
adicionan adicionar VMIP3P0 1
y y CC 0.999989
derogan derogar VMIP3P0 1
diversas diverso DI0FP0 0.805344
disposiciones disposición NCFP000 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
radiodifusión radiodifusión NCFS000 1
, , Fc 1
16 16 Z 1
fracción fracción NCFS000 1
X x NP00000 1
, , Fc 1
32 32 Z 1
, , Fc 1
35 35 Z 1
, , Fc 1
fracción fracción NCFS000 1
I i NP00000 1
, , Fc 1
36 36 Z 1
, , Fc 1
38 38 Z 1
, , Fc 1
39 39 Z 1
, , Fc 1
45 45 Z 1
y y CC 0.999989
57 57 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Procedimiento_Administrativo ley_federal_de_procedimiento_administrativo NP00000 1
y y CC 0.999989
4 4 Z 1
fracción fracción NCFS000 1
I i NP00000 1
y y CC 0.999989
6 6 Z 1
, , Fc 1
fracción fracción NCFS000 1
XXXVII xxxvii NP00000 1
, , Fc 1
de de SP 1
el el DA0MS0 1
Estatuto_Orgánico_de_el_Instituto_Federal_de_Telecomunicaciones estatuto_orgánico_de_el_instituto_federal_de_telecomunicaciones NP00000 1
, , Fc 1
el el DA0MS0 1
Pleno_de_el_Instituto_Federal_de_Telecomunicaciones pleno_de_el_instituto_federal_de_telecomunicaciones NP00000 1
emite emitir VMIP3S0 0.989238
los el DA0MP0 0.992728
siguientes siguiente AQ0CP00 1
: : Fd 1
RESOLUTIVOS_PRIMERO resolutivos_primero NP00000 1
. . Fp 1
- - Fg 1
Se se P00CN00 0.494509
deja dejar VMIP3S0 0.992395
insubsistente insubsistente AQ0CS00 1
la el DA0FS0 0.98926
RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_DETERMINA_LAS_CONDICIONES_DE_INTERCONEXIÓN_NO_CONVENIDAS_ENTRE_RADIOMÓVIL_DIPSA resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_determina_las_condiciones_de_interconexión_no_convenidas_entre_radiomóvil_dipsa NP00000 1
, , Fc 1
S.A._DE_C.V._Y_ALESTRA s.a._de_c.v._y_alestra NP00000 1
, , Fc 1
S._DE_R.L._DE_C.V._APLICABLES_DE_EL s._de_r.l._de_c.v._aplicables_de_el NP00000 1
1_DE_ENERO_DE_2015 [??:1/1/2015:??.??:??] W 1
A_EL a_el NP00000 1
31_DE_DICIEMBRE_DE_2016 [??:31/12/2016:??.??:??] W 1
, , Fc 1
emitida emitir VMP00SF 1
mediante mediante SP 0.99763
Acuerdo acuerdo NP00000 1
P/IFT/120815/361 P/IFT/120815/361 Z 1
en en SP 1
cumplimiento cumplimiento NCMS000 1
a a SP 0.998775
la el DA0FS0 0.98926
ejecutoria ejecutoria NCFS000 0.338898
de de SP 0.999961
fecha fecha NCFS000 0.990741
14_de_diciembre_de_2017 [??:14/12/2017:??.??:??] W 1
, , Fc 1
emitida emitir VMP00SF 1
por por SP 1
el el DA0MS0 1
Segundo_Tribunal_Colegiado_de_Circuito segundo_tribunal_colegiado_de_circuito NP00000 1
en en SP 1
Materia_Administrativa_Especializado materia_administrativa_especializado NP00000 1
en en SP 1
Competencia_Económica competencia_económica NP00000 1
, , Fc 1
Radiodifusión radiodifusión NP00000 1
y y CC 0.999989
Telecomunicaciones telecomunicaciones NP00000 1
correspondiente correspondiente AQ0CS00 0.993421
a a SP 1
el el DA0MS0 1
amparo amparo NCMS000 0.986111
en en SP 1
revisión revisión NCFS000 1
R.A. r.a. NP00000 1
17/2016 17/2016 Z 1
. . Fp 1

SEGUNDO 2 AO0MS00 0.900353
. . Fp 1
- - Fg 1
En en SP 1
términos término NCMP000 1
de de SP 0.999961
lo el DA00S0 0.665165
señalado señalar VMP00SM 1
en en SP 1
el el DA0MS0 1
Considerando_PRIMERO considerando_primero NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
, , Fc 1
la el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
de de SP 0.999961
interconexión interconexión NCFS000 1
que que CS 0.449861
Radiomóvil_Dipsa radiomóvil_dipsa NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
deberá deber VMIF3S0 1
pagar pagar VMN0000 1
a a SP 0.998775
Axtel axtel NP00000 1
, , Fc 1
S.A.B._de_C.V. s.a.b._de_c.v. NP00000 1
, , Fc 1
por por SP 1
servicios servicio NCMP000 1
de de SP 0.999961
terminación terminación NCFS000 1
de de SP 1
el el DA0MS0 1
Servicio_Local servicio_local NP00000 1
en en SP 1
usuarios usuario NCMP000 0.78169
fijos fijo AQ0MP00 1
, , Fc 1
será ser VSIF3S0 1
la el DA0FS0 0.98926
siguiente siguiente AQ0CS00 1
: : Fd 1
De de SP 1
el el DA0MS0 1
1_de_enero [??:1/1/??:??.??:??] W 1
a a SP 1
el el DA0MS0 1
31_de_diciembre_de_2015 [??:31/12/2015:??.??:??] W 1
será ser VSIF3S0 1
de de SP 0.999961
$0.004179_pesos $_CUP:$0.004179 Zm 1
M.N. m.n. NP00000 1
por por SP 1
minuto minuto NCMS000 0.963964
de de SP 0.999961
interconexión interconexión NCFS000 1
. . Fp 1

La el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
anterior anterior AQ0CS00 1
ya ya RG 0.999785
incluye incluir VMIP3S0 0.95045
el el DA0MS0 1
costo costo NCMS000 1
correspondiente correspondiente AQ0CS00 0.993421
a a SP 0.998775
los el DA0MP0 0.992728
puertos puerto NCMP000 1
necesarios necesario AQ0MP00 1
para para SP 0.999834
la el DA0FS0 0.98926
interconexión interconexión NCFS000 1
. . Fp 1

Las el DA0FP0 0.988184
contraprestaciones contraprestación NCFP000 1
se se P00CN00 0.494509
calcularán calcular VMIF3P0 1
sumando sumar VMG0000 0.813333
la el DA0FS0 0.98926
duración duración NCFS000 1
de de SP 0.999961
todas todo DI0FP0 0.934073
las el DA0FP0 0.988184
llamadas llamada NCFP000 0.544643
completadas completar VMP00PF 1
en en SP 1
el el DA0MS0 1
período período NCMS000 1
de de SP 0.999961
facturación facturación NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
, , Fc 1
medidas medida NCFP000 0.999067
en en SP 1
segundos segundo NCMP000 0.909357
, , Fc 1
y y CC 0.999989
multiplicando multiplicar VMG0000 0.51716
los el DA0MP0 0.992728
minutos minuto NCMP000 0.998971
equivalentes equivalente AQ0CP00 0.661294
a a SP 0.998775
dicha dicha NCFS000 0.180233
suma sumo AQ0FS00 0.122788
, , Fc 1
por por SP 1
la el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
correspondiente correspondiente AQ0CS00 0.993421
. . Fp 1

TERCERO 3 AO0MS00 0.986928
. . Fp 1
- - Fg 1
La el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
de de SP 0.999961
interconexión interconexión NCFS000 1
que que CS 0.449861
Radiomóvil_Dipsa radiomóvil_dipsa NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
, , Fc 1
deberá deber VMIF3S0 1
pagar pagar VMN0000 1
a a SP 0.998775
Axtel axtel NP00000 1
, , Fc 1
S.A.B._de_C.V. s.a.b._de_c.v. NP00000 1
, , Fc 1
por por SP 1
servicios servicio NCMP000 1
de de SP 0.999961
terminación terminación NCFS000 1
de de SP 1
el el DA0MS0 1
Servicio_Local servicio_local NP00000 1
en en SP 1
usuarios usuario NCMP000 0.78169
fijos fijo AQ0MP00 1
, , Fc 1
será ser VSIF3S0 1
la el DA0FS0 0.98926
siguiente siguiente AQ0CS00 1
: : Fd 1
De de SP 1
el el DA0MS0 1
1_de_enero [??:1/1/??:??.??:??] W 1
a a SP 1
el el DA0MS0 1
31_de_diciembre_de_2016 [??:31/12/2016:??.??:??] W 1
, , Fc 1
$0.003088_pesos $_CUP:$0.003088 Zm 1
M.N. m.n. NP00000 1
por por SP 1
minuto minuto NCMS000 0.963964
de de SP 0.999961
interconexión interconexión NCFS000 1
. . Fp 1

La el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
anterior anterior AQ0CS00 1
ya ya RG 0.999785
incluye incluir VMIP3S0 0.95045
el el DA0MS0 1
costo costo NCMS000 1
correspondiente correspondiente AQ0CS00 0.993421
a a SP 0.998775
los el DA0MP0 0.992728
puertos puerto NCMP000 1
necesarios necesario AQ0MP00 1
para para SP 0.999834
la el DA0FS0 0.98926
interconexión interconexión NCFS000 1
. . Fp 1

Las el DA0FP0 0.988184
contraprestaciones contraprestación NCFP000 1
se se P00CN00 0.494509
calcularán calcular VMIF3P0 1
sumando sumar VMG0000 0.813333
la el DA0FS0 0.98926
duración duración NCFS000 1
de de SP 0.999961
todas todo DI0FP0 0.934073
las el DA0FP0 0.988184
llamadas llamada NCFP000 0.544643
completadas completar VMP00PF 1
en en SP 1
el el DA0MS0 1
período período NCMS000 1
de de SP 0.999961
facturación facturación NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
, , Fc 1
medidas medida NCFP000 0.999067
en en SP 1
segundos segundo NCMP000 0.909357
, , Fc 1
y y CC 0.999989
multiplicando multiplicar VMG0000 0.51716
los el DA0MP0 0.992728
minutos minuto NCMP000 0.998971
equivalentes equivalente AQ0CP00 0.661294
a a SP 0.998775
dicha dicha NCFS000 0.180233
suma sumo AQ0FS00 0.122788
, , Fc 1
por por SP 1
la el DA0FS0 0.98926
tarifa tarifa NCFS000 0.984962
correspondiente correspondiente AQ0CS00 0.993421
. . Fp 1

CUARTO cuarto NCMS000 0.343537
. . Fp 1
- - Fg 1
En en SP 1
cumplimiento cumplimiento NCMS000 1
a a SP 0.998775
la el DA0FS0 0.98926
ejecutoria ejecutoria NCFS000 0.338898
de de SP 0.999961
fecha fecha NCFS000 0.990741
14_de_diciembre_de_2017 [??:14/12/2017:??.??:??] W 1
emitida emitir VMP00SF 1
por por SP 1
el el DA0MS0 1
Segundo_Tribunal_Colegiado segundo_tribunal_colegiado NP00000 1
en en SP 1
Materia_Administrativa_Especializado materia_administrativa_especializado NP00000 1
en en SP 1
Competencia_Económica competencia_económica NP00000 1
, , Fc 1
Radiodifusión radiodifusión NP00000 1
y y CC 0.999989
Telecomunicaciones telecomunicaciones NP00000 1
con con SP 1
residencia residencia NCFS000 0.988439
en en SP 1
la el DA0FS0 0.98926
Ciudad_de_México ciudad_de_méxico NP00000 1
y y CC 0.999989
jurisdicción jurisdicción NCFS000 1
en en SP 1
toda todo DI0FS0 0.984467
la el DA0FS0 0.98926
República república NP00000 1
correspondiente correspondiente AQ0CS00 0.993421
a a SP 1
el el DA0MS0 1
amparo amparo NCMS000 0.986111
en en SP 1
revisión revisión NCFS000 1
17/2016 17/2016 Z 1
, , Fc 1
para para SP 0.999834
el el DA0MS0 1
periodo periodo NCMS000 1
de de SP 1
el el DA0MS0 1
1_de_enero [??:1/1/??:??.??:??] W 1
a a SP 1
el el DA0MS0 1
11_de_agosto_de_2015 [??:11/8/2015:??.??:??] W 1
, , Fc 1
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
deberán deber VMIF3P0 1
pagar pagar VMN0000 1
se se PP3CN00 1
las el DA0FP0 0.988184
diferencias diferencia NCFP000 0.996454
que que PR0CN00 0.550139
en en SP 1
su su DP3CSN 1
caso caso NCMS000 0.999445
resulten resultar VMSP3P0 0.941964
, , Fc 1
entre entre SP 0.980341
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
que que PR0CN00 0.550139
fueron ser VSIS3P0 0.933213
efectivamente efectivamente RG 1
cobradas cobrar VMP00PF 1
y y CC 0.999989
las el DA0FP0 0.988184
determinadas determinar VMP00PF 1
en en SP 1
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
. . Fp 1

QUINTO quinto NCMS000 0.262887
. . Fp 1
- - Fg 1
Dentro_de dentro_de SP 1
los el DA0MP0 0.992728
diez 10 Z 1
( ( Fpa 1
10 10 Z 1
) ) Fpt 1
días día NCMP000 1
hábiles hábil AQ0CP00 1
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
el el DA0MS0 1
día día NCMS000 1
siguiente siguiente AQ0CS00 1
en en SP 1
que que CS 0.449861
surta surtir VMSP3S0 0.634854
efectos efecto NCMP000 1
legales legal AQ0CP00 0.993827
la el DA0FS0 0.98926
notificación notificación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
y y CC 0.999989
con con SP 1
independencia independencia NCFS000 1
de de SP 0.999961
su su DP3CSN 1
obligación obligación NCFS000 1
de de SP 0.999961
cumplir cumplir VMN0000 1
con con SP 1
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
conforme_a conforme_a SP 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
establecidas establecer VMP00PF 1
en en SP 1
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
, , Fc 1
Radiomóvil_Dipsa radiomóvil_dipsa NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
y y CC 0.999989
Axtel axtel NP00000 1
, , Fc 1
S.A.B._de_C.V. s.a.b._de_c.v. NP00000 1
, , Fc 1
deberán deber VMIF3P0 1
celebrar celebrar VMN0000 1
los el DA0MP0 0.992728
convenios convenio NCMP000 0.991071
de de SP 0.999961
interconexión interconexión NCFS000 1
de de SP 0.999961
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
conforme_a conforme_a SP 1
los el DA0MP0 0.992728
términos término NCMP000 1
y y CC 0.999989
condiciones condición NCFP000 0.998418
determinados determinar VMP00PM 1
en en SP 1
el el DA0MS0 1
Resolutivo_SEGUNDO resolutivo_segundo NP00000 1
, , Fc 1
TERCERO tercero NP00000 1
y y CC 0.999989
CUARTO cuarto NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
. . Fp 1

Suscribiendo suscribir VMG0000 1
el el DA0MS0 1
convenio convenio NCMS000 1
correspondiente correspondiente AQ0CS00 0.993421
, , Fc 1
deberán deber VMIF3P0 1
remitir remitir VMN0000 1
conjunta conjunto AQ0FS00 0.990148
o o CC 0.999864
separadamente separadamente RG 1
un uno DI0MS0 0.99698
ejemplar ejemplar NCMS000 0.596154
original original AQ0CS00 0.990196
o o CC 0.999864
copia copia NCFS000 0.874645
certificada certificar VMP00SF 1
de de SP 1
el el DA0MS0 1
mismo mismo AQ0MS00 0.802208
a a SP 0.998775
este este DD0MS0 0.949201
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
, , Fc 1
para para SP 0.999834
efectos efecto NCMP000 1
de de SP 0.999961
su su DP3CSN 1
inscripción inscripción NCFS000 1
en en SP 1
el el DA0MS0 1
Registro_Público_de_Telecomunicaciones registro_público_de_telecomunicaciones NP00000 1
, , Fc 1
dentro_de dentro_de SP 1
los el DA0MP0 0.992728
treinta 30 Z 1
( ( Fpa 1
30 30 Z 1
) ) Fpt 1
días día NCMP000 1
hábiles hábil AQ0CP00 1
siguientes siguiente AQ0CP00 1
a a SP 0.998775
su su DP3CSN 1
celebración celebración NCFS000 1
, , Fc 1
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
128 128 Z 1
, , Fc 1
176 176 Z 1
y y CC 0.999989
177 177 Z 1
, , Fc 1
fracción fracción NCFS000 1
VII_de_la_Ley_Federal_de_Telecomunicaciones vii_de_la_ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
. . Fp 1

SEXTO sexto NP00000 0.0120482
. . Fp 1
- - Fg 1
En en SP 1
cumplimiento cumplimiento NCMS000 1
a a SP 0.998775
lo el DA00S0 0.665165
dispuesto disponer VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
312 312 Z 1
y y CC 0.999989
313 313 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
, , Fc 1
se se P00CN00 0.494509
hace hacer VMIP3S0 1
de de SP 1
el el DA0MS0 1
conocimiento conocimiento NCMS000 1
de de SP 0.999961
Radiomóvil_Dipsa radiomóvil_dipsa NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
y y CC 0.999989
Axtel axtel NP00000 1
, , Fc 1
S.A.B._de_C.V. s.a.b._de_c.v. NP00000 1
que que CS 0.449861
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
constituye constituir VMIP3S0 0.993827
un uno DI0MS0 0.99698
acto acto NCMS000 1
administrativo administrativo AQ0MS00 0.661294
definitivo definitivo AQ0MS00 1
y y CC 0.999989
por_lo_tanto por_lo_tanto RG 1
, , Fc 1
procede proceder VMIP3S0 0.98913
interponer interponer VMN0000 1
ante ante SP 0.999744
los el DA0MP0 0.992728
Juzgados_de_Distrito_Especializados juzgados_de_distrito_especializados NP00000 1
en_Materia_de en_materia_de SP 1
Competencia_Económica competencia_económica NP00000 1
, , Fc 1
Radiodifusión radiodifusión NP00000 1
y y CC 0.999989
Telecomunicaciones telecomunicaciones NP00000 1
, , Fc 1
con con SP 1
residencia residencia NCFS000 0.988439
en en SP 1
el el DA0MS0 1
Distrito_Federal distrito_federal NP00000 1
y y CC 0.999989
Jurisdicción jurisdicción NP00000 1
territorial territorial AQ0CS00 1
en en SP 1
toda todo DI0FS0 0.984467
la el DA0FS0 0.98926
República república NP00000 1
, , Fc 1
el el DA0MS0 1
juicio juicio NCMS000 1
de de SP 0.999961
amparo amparo NCMS000 0.986111
indirecto indirecto AQ0MS00 0.661294
dentro_de dentro_de SP 1
el el DA0MS0 1
plazo plazo NCMS000 1
de de SP 0.999961
quince_días TM_d:15 Zu 1
hábiles hábil AQ0CP00 1
contado contar VMP00SM 0.623747
a_partir_de a_partir_de SP 1
que que CS 0.449861
surta surtir VMSP3S0 0.634854
efectos efecto NCMP000 1
la el DA0FS0 0.98926
notificación notificación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
, , Fc 1
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
17 17 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_de_Amparo ley_de_amparo NP00000 1
, , Fc 1
Reglamentaria reglamentaria NP00000 1
de de SP 0.999961
los el DA0MP0 0.992728
artículos artículo NCMP000 1
103 103 Z 1
y y CC 0.999989
107 107 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
. . Fp 1

SÉPTIMO séptimo NP00000 0.00813008
. . Fp 1
- - Fg 1
Notifique notificar VMM03S0 1
se se PP3CN00 1
personalmente personalmente RG 1
a a SP 0.998775
los el DA0MP0 0.992728
representantes representante NCCP000 0.998221
legales legal AQ0CP00 0.993827
de de SP 0.999961
Radiomóvil_Dipsa radiomóvil_dipsa NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
y y CC 0.999989
Axtel axtel NP00000 1
, , Fc 1
S.A.B._de_C.V. s.a.b._de_c.v. NP00000 1
el el DA0MS0 1
contenido contenido NCMS000 0.993421
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
, , Fc 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
fracción fracción NCFS000 1
VIII_de_la_Ley_Federal_de_Telecomunicaciones viii_de_la_ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
. . Fp 1

La el DA0FS0 0.98926
presente presente NCMS000 0.244403
Resolución resolución NP00000 1
fue ser VSIS3S0 0.980739
aprobada aprobar VMP00SF 1
por por SP 1
el el DA0MS0 1
Pleno_de_el_Instituto_Federal_de_Telecomunicaciones pleno_de_el_instituto_federal_de_telecomunicaciones NP00000 1
en en SP 1
su su DP3CSN 1
II_Sesión_Ordinaria ii_sesión_ordinaria NP00000 1
celebrada celebrar VMP00SF 1
el el DA0MS0 1
24_de_enero_de_2018 [??:24/1/2018:??.??:??] W 1
, , Fc 1
en en SP 1
lo el DA00S0 0.665165
general general NCCS000 0.173788
por por SP 1
unanimidad unanimidad NCFS000 1
de de SP 0.999961
votos voto NCMP000 1
de de SP 0.999961
los el DA0MP0 0.992728
Comisionados_Gabriel_Oswaldo_Contreras_Saldívar comisionados_gabriel_oswaldo_contreras_saldívar NP00000 1
, , Fc 1
Adriana_Sofía_Labardini_Inzunza adriana_sofía_labardini_inzunza NP00000 1
, , Fc 1
María_Elena_Estavillo_Flores maría_elena_estavillo_flores NP00000 1
, , Fc 1
Mario_Germán_Fromow_Rangel mario_germán_fromow_rangel NP00000 1
, , Fc 1
Adolfo_Cuevas_Teja adolfo_cuevas_teja NP00000 1
, , Fc 1
Javier_Juárez_Mojica javier_juárez_mojica NP00000 1
y y CC 0.999989
Arturo_Robles_Rovalo arturo_robles_rovalo NP00000 1
. . Fp 1

En en SP 1
lo el DA00S0 0.665165
particular particular NCCS000 0.172131
, , Fc 1
la el DA0FS0 0.98926
Comisionada_María_Elena_Estavillo_Flores comisionada_maría_elena_estavillo_flores NP00000 1
manifiesta manifestar VMIP3S0 0.69863
voto voto NCMS000 0.997159
en_contra_de en_contra_de SP 1
el el DA0MS0 1
Resolutivo_Tercero resolutivo_tercero NP00000 1
por por SP 1
la el DA0FS0 0.98926
forma forma NCFS000 0.987798
en en SP 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
determinaron determinar VMIS3P0 1
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
2016 2016 Z 1
; ; Fx 1
y y CC 0.999989
de de SP 1
el el DA0MS0 1
Resolutivo_Quinto resolutivo_quinto NP00000 1
en en SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
a a SP 0.998775
la el DA0FS0 0.98926
inclusión inclusión NCFS000 1
de de SP 0.999961
dichas decir VMP00PF 0.980769
tarifas tarifa NCFP000 0.992958
en en SP 1
el el DA0MS0 1
Convenio convenio NP00000 1
. . Fp 1

El el DA0MS0 1
Comisionado_Adolfo_Cuevas_Teja comisionado_adolfo_cuevas_teja NP00000 1
manifestó manifestar VMIS3S0 1
voto voto NCMS000 0.997159
en_contra_de en_contra_de SP 1
los el DA0MP0 0.992728
Resolutivos_Segundo resolutivos_segundo NP00000 1
, , Fc 1
Tercero tercero NP00000 1
y y CC 0.999989
Quinto quinto NP00000 1
