RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_OTORGA_A_FAVOR_DE_LA_UNIVERSIDAD_AUTÓNOMA_CHAPINGO_UNA_CONCESIÓN_PARA_USAR_Y_APROVECHAR_BANDAS_DE_FRECUENCIA_DE_EL_ESPECTRO_RADIOELÉCTRICO_PARA_USO_PÚBLICO resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_otorga_a_favor_de_la_universidad_autónoma_chapingo_una_concesión_para_usar_y_aprovechar_bandas_de_frecuencia_de_el_espectro_radioeléctrico_para_uso_público NP00000 1
garantizar garantizar VMN0000 1
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
en en SP 1
relación relación NCFS000 1
con con SP 1
la el DA0FS0 0.98926
estación estación NCFS000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
sonora sonoro AQ0FS00 1
cuya cuyo PR0FS00 1
Concesión concesión NP00000 1
se se P00CN00 0.494509
solicita solicitar VMIP3S0 0.989241
. . Fp 1

Por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
, , Fc 1
el el DA0MS0 1
Código_de_Ética código_de_ética NP00000 1
y y CC 0.999989
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
de de SP 0.999961
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
, , Fc 1
señalan señalar VMIP3P0 1
las el DA0FP0 0.988184
políticas política NCFP000 0.305633
y y CC 0.999989
los el DA0MP0 0.992728
lineamientos lineamiento NCMP000 1
que que PR0CN00 0.550139
enmarcan enmarcar VMIP3P0 1
el el DA0MS0 1
propósito propósito NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
radio radio NCCS000 0.994505
de de SP 0.999961
ampliar ampliar VMN0000 1
los el DA0MP0 0.992728
horizontes horizonte NCMP000 1
culturales cultural AQ0CP00 1
, , Fc 1
étnicos étnico AQ0MP00 1
e y CC 0.987994
ideológicos ideológico AQ0MP00 0.661294
y y CC 0.999989
subrayan subrayar VMIP3P0 1
la el DA0FS0 0.98926
riqueza riqueza NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
comunidad comunidad NCFS000 1
universitaria universitario AQ0FS00 0.983871
proveniente proveniente AQ0CS00 1
de de SP 0.999961
la el DA0FS0 0.98926
mayor mayor AQ0CS00 0.9995
parte parte NCCS000 0.977711
de de SP 0.999961
las el DA0FP0 0.988184
regiones región NCFP000 1
de de SP 0.999961
México méxico NP00000 1
, , Fc 1
con con SP 1
lo el DA00S0 0.665165
cual cual PR0CS00 0.930743
la el DA0FS0 0.98926
programación programación NCFS000 1
considera considerar VMIP3S0 0.998721
contar contar VMN0000 1
con con SP 1
la el DA0FS0 0.98926
expresión expresión NCFS000 1
plena pleno AQ0FS00 1
de de SP 0.999961
las el DA0FP0 0.988184
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
. . Fp 1

A a SP 0.998775
su su DP3CSN 1
vez vez NCFS000 1
, , Fc 1
el el DA0MS0 1
Defensor_de_las_Audiencias defensor_de_las_audiencias NP00000 1
, , Fc 1
recibirá recibir VMIF3S0 1
propuestas propuesta NCFP000 0.963576
para para SP 0.999834
incluir incluir VMN0000 1
en en SP 1
la el DA0FS0 0.98926
producción producción NCFS000 1
temas tema NCMP000 0.99505
sobre sobre SP 0.997804
la el DA0FS0 0.98926
igualdad igualdad NCFS000 1
entre entre SP 0.980341
mujeres mujer NCFP000 1
y y CC 0.999989
hombres hombre NCMP000 1
, , Fc 1
expresión expresión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
diversidad diversidad NCFS000 1
, , Fc 1
derechos derecho NCMP000 0.996795
sexuales sexual AQ0CP00 1
y y CC 0.999989
reproductivos reproductivo AQ0MP00 1
, , Fc 1
expresiones expresión NCFP000 1
culturales cultural AQ0CP00 1
de de SP 0.999961
los el DA0MP0 0.992728
pueblos pueblo NCMP000 1
originarios originario AQ0MP00 1
y y CC 0.999989
la el DA0FS0 0.98926
comprensión comprensión NCFS000 1
de de SP 0.999961
problemas problema NCMP000 1
sociales social AQ0CP00 0.997835
, , Fc 1
la el DA0FS0 0.98926
promoción promoción NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
valores valor NCMP000 0.99763
y y CC 0.999989
las el DA0FP0 0.988184
prácticas práctica NCFP000 0.685185
de de SP 0.999961
las el DA0FP0 0.988184
localidades localidad NCFP000 1
de de SP 1
el el DA0MS0 1
entorno entorno NCMS000 0.995283
y y CC 0.999989
de de SP 0.999961
las el DA0FP0 0.988184
comunidades comunidad NCFP000 1
índigenas índigenas AQ0CP00 0.4
. . Fp 1

Por por SP 1
lo el DA00S0 0.665165
antes antes RG 1
expuesto exponer VMP00SM 1
, , Fc 1
esta este DD0FS0 0.978817
autoridad autoridad NCFS000 1
considera considerar VMIP3S0 0.998721
que que CS 0.449861
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
, , Fc 1
cumple cumplir VMIP3S0 0.994186
con con SP 1
los el DA0MP0 0.992728
mecanismos mecanismo NCMP000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
artículo artículo NCMS000 1
86 86 Z 1
párrafo párrafo NCMS000 1
segundo 2 AO0MS00 0.901147
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
y y CC 0.999989
8 8 Z 1
fracción fracción NCFS000 1
IV_de_los_Lineamientos_Generales_para_el_Otorgamiento_de_las_Concesiones iv_de_los_lineamientos_generales_para_el_otorgamiento_de_las_concesiones NP00000 1
. . Fp 1

No_obstante no_obstante CC 1
, , Fc 1
se se P00CN00 0.494509
tendrá tener VMIF3S0 1
que que CS 0.449861
incluir incluir VMN0000 1
en en SP 1
uno uno PI0MS00 0.981709
de de SP 0.999961
los el DA0MP0 0.992728
resolutivos resolutivo NCMP000 0.529592
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
, , Fc 1
que que PR0CN00 0.550139
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
, , Fc 1
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
8 8 Z 1
, , Fc 1
fracción fracción NCFS000 1
IV iv NP00000 1
, , Fc 1
inciso inciso AQ0MS00 0.66114
a a SP 0.998775
) ) Fpt 1
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos_Generales_para_el_Otorgamiento_de_las_Concesión lineamientos_generales_para_el_otorgamiento_de_las_concesión NP00000 1
, , Fc 1
deberá deber VMIF3S0 1
acreditar acreditar VMN0000 1
fehacientemente fehacientemente RG 1
la el DA0FS0 0.98926
instalación instalación NCFS000 1
de de SP 1
el el DA0MS0 1
Consejo_Ciudadano consejo_ciudadano NP00000 1
que que PR0CN00 0.550139
propone proponer VMIP3S0 1
, , Fc 1
así_como así_como CC 1
la el DA0FS0 0.98926
presentación presentación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
Criterios_de_Independencia_Editorial criterios_de_independencia_editorial NP00000 1
, , Fc 1
los el DA0MP0 0.992728
Mecanismo_de_Participación_Ciudadana mecanismo_de_participación_ciudadana NP00000 1
y y CC 0.999989
las el DA0FP0 0.988184
Reglas reglas NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
. . Fp 1

3 3 Z 1
. . Fp 1

Pago_de_Derechos pago_de_derechos NP00000 1
. . Fp 1

Ahora_bien ahora_bien RG 1
, , Fc 1
para para SP 0.999834
el el DA0MS0 1
caso caso NCMS000 0.999445
de de SP 0.999961
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
debe deber VMIP3S0 0.998712
acatar acatar VMN0000 1
se se PP3CN00 1
lo el DA00S0 0.665165
señalado señalar VMP00SM 1
por por SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
173 173 Z 1
apartado apartado NCMS000 0.663043
C c NP00000 1
, , Fc 1
fracción fracción NCFS000 1
I i NP00000 1
en en SP 1
relación relación NCFS000 1
con con SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
174-L 174-L Z 1
fracción fracción NCFS000 1
I_de_la_Ley_Federal_de_Derechos i_de_la_ley_federal_de_derechos NP00000 1
, , Fc 1
artículos artículo NCMP000 1
vigentes vigente AQ0CP00 1
a a SP 1
el el DA0MS0 1
momento momento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
presentación presentación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
, , Fc 1
los el DA0MP0 0.992728
cuales cual PR0CP00 1
establecen establecer VMIP3P0 1
el el DA0MS0 1
pago pago NCMS000 0.995283
por por SP 1
el el DA0MS0 1
estudio estudio NCMS000 0.97043
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
y y CC 0.999989
, , Fc 1
en en SP 1
su su DP3CSN 1
caso caso NCMS000 0.999445
, , Fc 1
por por SP 1
la el DA0FS0 0.98926
expedición expedición NCFS000 1
de de SP 1
el el DA0MS0 1
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
en_materia_de en_materia_de SP 1
radiodifusión radiodifusión NCFS000 1
, , Fc 1
para para SP 0.999834
el el DA0MS0 1
uso uso NCMS000 0.998047
, , Fc 1
aprovechamiento aprovechamiento NCMS000 1
o o CC 0.999864
explotación explotación NCFS000 1
de de SP 0.999961
bandas banda NCFP000 1
de de SP 0.999961
frecuencias frecuencia NCFP000 1
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
, , Fc 1
y y CC 0.999989
por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
el el DA0MS0 1
artículo artículo NCMS000 1
174-L 174-L Z 1
fracción fracción NCFS000 1
I i NP00000 1
, , Fc 1
establece establecer VMIP3S0 0.992424
que que CS 0.449861
tratando tratar VMG0000 1
se se PP3CN00 1
de de SP 0.999961
concesiones concesión NCFP000 1
para para SP 0.999834
uso uso NCMS000 0.998047
público público AQ0MS00 0.409696
y y CC 0.999989
social social AQ0CS00 0.998783
previstas prever VMP00PF 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
173 173 Z 1
, , Fc 1
se se P00CN00 0.494509
pagará pagar VMIF3S0 1
el el DA0MS0 1
20_% 20/100 Zp 1
de de SP 0.999961
las el DA0FP0 0.988184
cuotas cuota NCFP000 1
establecidas establecer VMP00PF 1
en en SP 1
el el DA0MS0 1
apartado apartado NCMS000 0.663043
C._A c._a NP00000 1
el el DA0MS0 1
respecto respecto NCMS000 0.989726
, , Fc 1
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
presento presentar VMIP1S0 1
junto_con junto_con SP 1
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
el el DA0MS0 1
pago pago NCMS000 0.995283
de de SP 0.999961
derechos derecho NCMP000 0.996795
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
párrafo párrafo NCMS000 1
anterior anterior AQ0CS00 1
, , Fc 1
identificado identificar VMP00SM 1
con con SP 1
folio folio NCMS000 0.989726
665160001200 665160001200 Z 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
15_de_febrero_de_2016 [??:15/2/2016:??.??:??] W 1
. . Fp 1

4 4 Z 1
. . Fp 1

Opinión_Técnica opinión_técnica NP00000 1
no no RN 0.999297
Vinculante_de_la_SCT vinculante_de_la_sct NP00000 1
. . Fp 1

En en SP 1
relación relación NCFS000 1
con con SP 1
la el DA0FS0 0.98926
opinión opinión NCFS000 1
técnica técnico AQ0FS00 0.294798
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
Antecedente_X antecedente_x NP00000 1
de de SP 0.999961
esta este DD0FS0 0.978817
Resolución resolución NP00000 1
, , Fc 1
la el DA0FS0 0.98926
Secretaría secretaría NP00000 1
consideró considerar VMIS3S0 1
procedente procedente AQ0CS00 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
a_favor_de a_favor_de SP 1
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
la el DA0FS0 0.98926
concesión concesión NCFS000 1
sobre sobre SP 0.997804
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
para para SP 0.999834
uso uso NCMS000 0.998047
público público AQ0MS00 0.409696
con con SP 1
la el DA0FS0 0.98926
finalidad finalidad NCFS000 1
de de SP 0.999961
procurar procurar VMN0000 1
, , Fc 1
mediante mediante SP 0.99763
la el DA0FS0 0.98926
utilización utilización NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
frecuencias frecuencia NCFP000 1
respectivas respectivo AQ0FP00 1
, , Fc 1
la el DA0FS0 0.98926
más más RG 0.99993
amplia amplio AQ0FS00 1
audiencia audiencia NCFS000 1
y y CC 0.999989
la el DA0FS0 0.98926
máxima máximo AQ0FS00 0.919847
continuidad continuidad NCFS000 1
y y CC 0.999989
cobertura cobertura NCFS000 1
geográfica geográfico AQ0FS00 1
y y CC 0.999989
social social AQ0CS00 0.998783
, , Fc 1
y y CC 0.999989
con con SP 1
ello ello PD00S00 1
, , Fc 1
Universidad_ACh universidad_ach NP00000 1
, , Fc 1
se se P00CN00 0.494509
constituya constituir VMSP3S0 0.634863
en en SP 1
una uno DI0FS0 0.951973
plataforma plataforma NCFS000 1
para para SP 0.999834
la el DA0FS0 0.98926
libre libre AQ0CS00 0.957522
expresión expresión NCFS000 1
que que PR0CN00 0.550139
promueva promover VMSP3S0 0.634863
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
educativo educativo AQ0MS00 1
, , Fc 1
cultural cultural AQ0CS00 1
y y CC 0.999989
cívico cívico AQ0MS00 1
de de SP 0.999961
los el DA0MP0 0.992728
mexicanos mexicano AQ0MP00 0.8125
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
la el DA0FS0 0.98926
Secretaría secretaría NP00000 1
estimó estimar VMIS3S0 1
que que CS 0.449861
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
se se P00CN00 0.494509
ajusta ajustar VMIP3S0 0.989241
a a SP 1
el el DA0MS0 1
Plan_Nacional_de_Desarrollo plan_nacional_de_desarrollo NP00000 1
2013-2018 2013-2018 Z 1
así_como así_como CC 1
a a SP 1
el el DA0MS0 1
Programa_Sectorial_de_Comunicaciones programa_sectorial_de_comunicaciones NP00000 1
y y CC 0.999989
Transportes transportes NP00000 1
2013-2018 2013-2018 Z 1
. . Fp 1

En_razón_de en_razón_de SP 1
lo el DA00S0 0.665165
expuesto exponer VMP00SM 1
, , Fc 1
atendiendo atender VMG0000 1
a a SP 0.998775
lo el DA00S0 0.665165
previsto prever VMP00SM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
90 90 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
, , Fc 1
este este DD0MS0 0.949201
Pleno pleno NP00000 1
estima estimar VMIP3S0 0.272002
que que CS 0.449861
resulta resultar VMIP3S0 0.993808
procedente procedente AQ0CS00 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
concesión concesión NCFS000 1
solicitada solicitar VMP00SF 1
ya_que ya_que CS 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
técnico técnico AQ0MS00 0.178172
aprovecha aprovechar VMIP3S0 0.989241
la el DA0FS0 0.98926
capacidad capacidad NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
banda banda NCFS000 1
de de SP 0.999961
frecuencias frecuencia NCFP000 1
para para SP 0.999834
prestar prestar VMN0000 1
el el DA0MS0 1
servicio servicio NCMS000 1
público público AQ0MS00 0.409696
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
a_través_de a_través_de SP 1
la el DA0FS0 0.98926
radio radio NCCS000 0.994505
en en SP 1
Amplitud_Modulada amplitud_modulada NP00000 1
. . Fp 1

Lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
permitirá permitir VMIF3S0 1
optimizar optimizar VMN0000 1
el el DA0MS0 1
uso uso NCMS000 0.998047
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
atribuido atribuir VMP00SM 1
a a SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
sonora sonoro AQ0FS00 1
cuya cuyo PR0FS00 1
disponibilidad disponibilidad NCFS000 1
para para SP 0.999834
la el DA0FS0 0.98926
transmisión transmisión NCFS000 1
en en SP 1
Amplitud_Modulada amplitud_modulada NP00000 1
fue ser VSIS3S0 0.980739
analizada analizar VMP00SF 1
en_virtud_de en_virtud_de SP 1
el el DA0MS0 1
dictamen dictamen NCMS000 1
técnico técnico AQ0MS00 0.178172
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
Antecedente_XIV antecedente_xiv NP00000 1
de de SP 0.999961
esta este DD0FS0 0.978817
Resolución resolución NP00000 1
. . Fp 1

Tal tal DD0CS0 0.672764
disponibilidad disponibilidad NCFS000 1
espectral espectral AQ0CS00 1
a a SP 0.998775
su su DP3CSN 1
vez vez NCFS000 1
incidirá incidir VMIF3S0 1
directa directo AQ0FS00 1
y y CC 0.999989
favorablemente favorablemente RG 1
en en SP 1
el el DA0MS0 1
despliegue despliegue NCMS000 0.959459
de de SP 0.999961
infraestructura infraestructura NCFS000 1
por_medio_de por_medio_de SP 1
la el DA0FS0 0.98926
cual cual PR0CS00 0.930743
se se P00CN00 0.494509
haga hacer VMSP3S0 0.498818
viable viable AQ0CS00 1
el el DA0MS0 1
uso uso NCMS000 0.998047
, , Fc 1
aprovechamiento aprovechamiento NCMS000 1
y y CC 0.999989
explotación explotación NCFS000 1
de de SP 0.999961
dicho decir VMP00SM 0.997159
recurso recurso NCMS000 1
de de SP 0.999961
manera manera NCFS000 1
eficiente eficiente AQ0CS00 1
. . Fp 1

Por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
respecta respectar VMIP3S0 0.989241
a a SP 0.998775
la el DA0FS0 0.98926
fracción fracción NCFS000 1
II ii NP00000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
90 90 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
, , Fc 1
dicho decir VMP00SM 0.997159
otorgamiento otorgamiento NCMS000 1
contribuye contribuir VMIP3S0 0.980769
a a SP 0.998775
la el DA0FS0 0.98926
función función NCFS000 1
social social AQ0CS00 0.998783
de de SP 1
el el DA0MS0 1
servicio servicio NCMS000 1
público público AQ0MS00 0.409696
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
a a SP 1
el el DA0MS0 1
ejercicio ejercicio NCMS000 1
de de SP 0.999961
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
humanos humano AQ0MP00 0.808642
de de SP 0.999961
libertad libertad NCFS000 0.998188
de de SP 0.999961
expresión expresión NCFS000 1
, , Fc 1
a a SP 0.998775
la el DA0FS0 0.98926
información información NCFS000 1
y y CC 0.999989
a a SP 1
el el DA0MS0 1
libre libre AQ0CS00 0.957522
acceso acceso NCMS000 1
a a SP 0.998775
las el DA0FP0 0.988184
tecnologías tecnología NCFP000 1
de de SP 0.999961
la el DA0FS0 0.98926
información información NCFS000 1
y y CC 0.999989
comunicación comunicación NCFS000 1
como como CS 0.967153
quedó quedar VMIS3S0 1
debidamente debidamente RG 1
acreditado acreditar VMP00SM 0.623747
este este DD0MS0 0.949201
considerando considerando NCMS000 0.186667
. . Fp 1

En_cuanto_a en_cuanto_a SP 1
la el DA0FS0 0.98926
fracción fracción NCFS000 1
III iii NP00000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
en en SP 1
comento comento NCMS000 0.987779
, , Fc 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
concesión concesión NCFS000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
para para SP 0.999834
uso uso NCMS000 0.998047
público público AQ0MS00 0.409696
es ser VSIP3S0 1
compatible compatible AQ0CS00 1
con con SP 1
el el DA0MS0 1
objeto objeto NCMS000 0.996183
de de SP 0.999961
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
, , Fc 1
como como CS 0.967153
quedó quedar VMIS3S0 1
debidamente debidamente RG 1
acreditado acreditar VMP00SM 0.623747
en en SP 1
el el DA0MS0 1
Considerando_Tercero considerando_tercero NP00000 1
, , Fc 1
punto punto NCMS000 1
2.2 2.2 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
, , Fc 1
a a SP 1
el el DA0MS0 1
establecer establecer VMN0000 1
que que CS 0.449861
es ser VSIP3S0 1
un uno DI0MS0 0.99698
organismo organismo NCMS000 1
público público AQ0MS00 0.409696
descentralizado descentralizar VMP00SM 1
de de SP 0.999961
la el DA0FS0 0.98926
Administración_Pública_Federal administración_pública_federal NP00000 1
, , Fc 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
de_acuerdo_con de_acuerdo_con SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
3 3 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
que que CS 0.449861
Crea_la_Universidad_Autónoma_Chapingo crea_la_universidad_autónoma_chapingo NP00000 1
, , Fc 1
tiene tener VMIP3S0 1
por por SP 1
objeto objeto NCMS000 0.996183
, , Fc 1
entre entre SP 0.980341
otros otro PI0MP00 0.254022
, , Fc 1
preservar preservar VMN0000 1
, , Fc 1
difundir difundir VMN0000 1
y y CC 0.999989
acrecentar acrecentar VMN0000 1
la el DA0FS0 0.98926
cultura cultura NCFS000 1
y y CC 0.999989
promover promover VMN0000 1
la el DA0FS0 0.98926
realización realización NCFS000 1
de de SP 1
el el DA0MS0 1
hombre hombre NCMS000 0.990108
especialmente especialmente RG 1
en en SP 1
el el DA0MS0 1
medio medio NCMS000 0.21966
rural rural AQ0CS00 1
para para SP 0.999834
lograr lograr VMN0000 1
una uno DI0FS0 0.951973
sociedad sociedad NCFS000 1
más más RG 0.99993
justa justo AQ0FS00 0.952941
y y CC 0.999989
creadora creador AQ0FS00 0.661294
, , Fc 1
dando dar VMG0000 1
especial especial AQ0CS00 1
énfasis énfasis NCMN000 1
en en SP 1
las el DA0FP0 0.988184
diversas diverso DI0FP0 0.805344
manifestaciones manifestación NCFP000 1
culturales cultural AQ0CP00 1
, , Fc 1
artísticas artístico AQ0FP00 1
y y CC 0.999989
sociales social AQ0CP00 0.997835
de de SP 0.999961
la el DA0FS0 0.98926
universidad universidad NCFS000 1
, , Fc 1
para para SP 0.999834
fomentar fomentar VMN0000 1
y y CC 0.999989
